# contact :: CMIP5-077 MPI-ESM-MR_rcp85_r1i1p1 detrended Nino3.4 index - East Africa drought 2023, c.barnes22@imperial.ac.uk 
# nino34_dt [degC] difference between SSTs averaged over (120W-170W, 5S-5N) & (20S-20N) at cmip5_nino-detrended_MPI-ESM-MR_rcp85_r1
# date nino34_dt
1921-09-15 0.10889053
1921-10-15 0.11742973
1921-11-15 0.16357994
1921-12-15 0.43377876
1922-01-15 0.32608032
1922-02-15 0.23284912
1922-03-15 0.20285034
1922-04-15 0.37854004
1922-05-15 0.35433006
1922-06-15 0.28398895
1922-07-15 0.17740059
1922-08-15 0.13387871
1922-09-15 0.083250046
1922-10-15 0.12872887
1922-11-15 0.3194313
1922-12-15 0.30846977
1923-01-15 0.53500175
1923-02-15 0.4411602
1923-03-15 0.3487301
1923-04-15 0.26135063
1923-05-15 0.34939003
1923-06-15 0.30431938
1923-07-15 0.2770996
1923-08-15 0.20886993
1923-09-15 0.18997002
1923-10-15 0.17791939
1923-11-15 0.2116108
1923-12-15 0.48391914
1924-01-15 0.4487896
1924-02-15 0.21030045
1924-03-15 0.31856918
1924-04-15 0.2299099
1924-05-15 0.38697052
1924-06-15 0.35324097
1924-07-15 0.3365116
1924-08-15 0.2922287
1924-09-15 0.36520958
1924-10-15 0.29055023
1924-11-15 0.5107689
1924-12-15 0.55735016
1925-01-15 0.51514053
1925-02-15 0.29544067
1925-03-15 0.22981834
1925-04-15 0.346529
1925-05-15 0.3656292
1925-06-15 0.35934067
1925-07-15 0.3239498
1925-08-15 0.18625069
1925-09-15 0.0915184
1925-10-15 0.14546967
1925-11-15 0.17575073
1925-12-15 0.43152046
1926-01-15 0.5603905
1926-02-15 0.2512493
1926-03-15 0.30184937
1926-04-15 0.38442993
1926-05-15 0.45565987
1926-06-15 0.48419
1926-07-15 0.38012886
1926-08-15 0.323061
1926-09-15 0.20653915
1926-10-15 0.16485977
1926-11-15 0.28376007
1926-12-15 0.4155903
1927-01-15 0.4069805
1927-02-15 0.40167046
1927-03-15 0.22815132
1927-04-15 0.38951874
1927-05-15 0.31857872
1927-06-15 0.2911415
1927-07-15 0.24942017
1927-08-15 0.26653862
1927-09-15 0.061000824
1927-10-15 0.115781784
1927-11-15 0.22852135
1927-12-15 0.40020943
1928-01-15 0.46977997
1928-02-15 0.43325996
1928-03-15 0.2607689
1928-04-15 0.246521
1928-05-15 0.44366074
1928-06-15 0.47858047
1928-07-15 0.4045391
1928-08-15 0.29738998
1928-09-15 0.2172184
1928-10-15 0.078611374
1928-11-15 0.23950005
1928-12-15 0.34423065
1929-01-15 0.4239483
1929-02-15 0.29469872
1929-03-15 0.2684288
1929-04-15 0.30420113
1929-05-15 0.416111
1929-06-15 0.3456707
1929-07-15 0.17613983
1929-08-15 0.14578056
1929-09-15 0.14556885
1929-10-15 0.20319176
1929-11-15 0.20633125
1929-12-15 0.38658905
1930-01-15 0.46646118
1930-02-15 0.32873154
1930-03-15 0.32367134
1930-04-15 0.41345024
1930-05-15 0.43498993
1930-06-15 0.49106026
1930-07-15 0.29205132
1930-08-15 0.27699852
1930-09-15 0.14645004
1930-10-15 0.070028305
1930-11-15 0.3011799
1930-12-15 0.37731934
1931-01-15 0.51189995
1931-02-15 0.36071968
1931-03-15 0.2888794
1931-04-15 0.32715034
1931-05-15 0.2953205
1931-06-15 0.26797867
1931-07-15 0.21396065
1931-08-15 0.18469048
1931-09-15 0.16504097
1931-10-15 0.17617989
1931-11-15 0.19081879
1931-12-15 0.42349052
1932-01-15 0.39427948
1932-02-15 0.46002007
1932-03-15 0.2937889
1932-04-15 0.24785995
1932-05-15 0.38877106
1932-06-15 0.43511963
1932-07-15 0.41902924
1932-08-15 0.16757011
1932-09-15 0.15723038
1932-10-15 0.26729965
1932-11-15 0.27059937
1932-12-15 0.47611046
1933-01-15 0.55163956
1933-02-15 0.43572998
1933-03-15 0.4090805
1933-04-15 0.46505928
1933-05-15 0.42647934
1933-06-15 0.3206501
1933-07-15 0.2250309
1933-08-15 0.21196938
1933-09-15 0.10320854
1933-10-15 0.06344032
1933-11-15 0.14925957
1933-12-15 0.4065895
1934-01-15 0.3945999
1934-02-15 0.3454895
1934-03-15 0.1830101
1934-04-15 0.24715996
1934-05-15 0.351099
1934-06-15 0.36354828
1934-07-15 0.18601036
1934-08-15 0.10684013
1934-09-15 0.04421997
1934-10-15 -0.0078105927
1934-11-15 0.12231064
1934-12-15 0.24777031
1935-01-15 0.259861
1935-02-15 0.42407036
1935-03-15 0.44598007
1935-04-15 0.5524292
1935-05-15 0.55768013
1935-06-15 0.41403008
1935-07-15 0.22187042
1935-08-15 0.09418106
1935-09-15 0.113220215
1935-10-15 0.17138863
1935-11-15 0.26775932
1935-12-15 0.2735901
1936-01-15 0.29686928
1936-02-15 0.3232994
1936-03-15 0.24588013
1936-04-15 0.2595787
1936-05-15 0.36621094
1936-06-15 0.26563072
1936-07-15 0.13452148
1936-08-15 0.1109314
1936-09-15 0.012451172
1936-10-15 0.024230957
1936-11-15 0.15139961
1936-12-15 0.501709
1937-01-15 0.65302086
1937-02-15 0.46605873
1937-03-15 0.40667915
1937-04-15 0.36721992
1937-05-15 0.44124985
1937-06-15 0.43533134
1937-07-15 0.19417953
1937-08-15 0.20921898
1937-09-15 0.19363976
1937-10-15 0.1538105
1937-11-15 0.11374092
1937-12-15 0.15496826
1938-01-15 0.42231178
1938-02-15 0.3364296
1938-03-15 0.32224083
1938-04-15 0.2701702
1938-05-15 0.24584961
1938-06-15 0.4720688
1938-07-15 0.32138062
1938-08-15 0.12507057
1938-09-15 0.07721138
1938-10-15 0.17504883
1938-11-15 0.183321
1938-12-15 0.31011963
1939-01-15 0.41114044
1939-02-15 0.30026054
1939-03-15 0.27264977
1939-04-15 0.2573204
1939-05-15 0.37634087
1939-06-15 0.3977909
1939-07-15 0.2753296
1939-08-15 0.23085976
1939-09-15 0.2486
1939-10-15 0.24554062
1939-11-15 0.27231026
1939-12-15 0.50808907
1940-01-15 0.5595703
1940-02-15 0.4570999
1940-03-15 0.37228012
1940-04-15 0.23023033
1940-05-15 0.40303993
1940-06-15 0.45043945
1940-07-15 0.44348145
1940-08-15 0.25668144
1940-09-15 0.16281128
1940-10-15 0.22012138
1940-11-15 0.14855957
1940-12-15 0.3479309
1941-01-15 0.4542904
1941-02-15 0.16278076
1941-03-15 0.23204994
1941-04-15 0.2462101
1941-05-15 0.37176895
1941-06-15 0.39797974
1941-07-15 0.19748116
1941-08-15 0.20444107
1941-09-15 0.1803894
1941-10-15 0.1633606
1941-11-15 0.22801971
1941-12-15 0.3969097
1942-01-15 0.4930992
1942-02-15 0.30377007
1942-03-15 0.3192196
1942-04-15 0.2649784
1942-05-15 0.40093994
1942-06-15 0.35031128
1942-07-15 0.09629059
1942-08-15 0.07971001
1942-09-15 -0.0016498566
1942-10-15 0.029380798
1942-11-15 0.12142944
1942-12-15 0.29932022
1943-01-15 0.35692978
1943-02-15 0.33332062
1943-03-15 0.31085014
1943-04-15 0.26571846
1943-05-15 0.33617973
1943-06-15 0.31775093
1943-07-15 0.21075058
1943-08-15 0.16233063
1943-09-15 0.29244995
1943-10-15 0.29609108
1943-11-15 0.36966133
1943-12-15 0.43399048
1944-01-15 0.4404297
1944-02-15 0.23410034
1944-03-15 0.2100811
1944-04-15 0.13476944
1944-05-15 0.48947144
1944-06-15 0.3810711
1944-07-15 0.172081
1944-08-15 0.057279587
1944-09-15 0.071899414
1944-10-15 0.13595963
1944-11-15 0.29403877
1944-12-15 0.41482925
1945-01-15 0.57154083
1945-02-15 0.38331032
1945-03-15 0.4093399
1945-04-15 0.4310894
1945-05-15 0.45542145
1945-06-15 0.42209053
1945-07-15 0.21404839
1945-08-15 0.117860794
1945-09-15 0.06832886
1945-10-15 0.06606865
1945-11-15 0.09142876
1945-12-15 0.39529037
1946-01-15 0.35666084
1946-02-15 0.3050499
1946-03-15 0.38880157
1946-04-15 0.51418877
1946-05-15 0.54244995
1946-06-15 0.39676094
1946-07-15 0.17596054
1946-08-15 0.14889145
1946-09-15 0.20546913
1946-10-15 0.23959923
1946-11-15 0.22649956
1946-12-15 0.42938042
1947-01-15 0.47594833
1947-02-15 0.4072895
1947-03-15 0.45425987
1947-04-15 0.41571045
1947-05-15 0.4656105
1947-06-15 0.36080933
1947-07-15 0.34140015
1947-08-15 0.20555878
1947-09-15 0.11000824
1947-10-15 0.07816124
1947-11-15 0.23283958
1947-12-15 0.5085411
1948-01-15 0.47891045
1948-02-15 0.53982925
1948-03-15 0.36551094
1948-04-15 0.35560036
1948-05-15 0.55373955
1948-06-15 0.44717026
1948-07-15 0.3772812
1948-08-15 0.23526001
1948-09-15 0.23015976
